클레임유형,공장,생산법인,판매지역,수출국가,해외내수,등급,귀책구분,최종확정,차종,RO번호,차대번호,"원인부품
분류코드",부품번호,부품대분류,부품중분류,부품명,"직거래
/직개발",불량구분,"부품
대분류",부품계통,현상명(재분류),HKMC 현상,HKMC 현상명,HKMC 원인,HKMC 원인명,"파셜화
대상여부","Assy/
Partial",DTC 1번째,DTC 2번째,DTC 3번째,"생산
년월일",생산월,생산년,"판매
년월일",판매월,판매년,"선적
년월일",선적월,"정비등록
년월일",정비등록월,"정비확정
년월일",정비확정월,"데이터적재
년월일","데이터적재
년월",실적년,총주행거리(Km),"판매소요
일수","차량사용
일수","차량사용
기준개월","정비작업
코드",정비망코드,정비망,"해외딜러
코드",수리권역,수리지역,직/간접망구분,정비사업소명,"정비특이사항
코드","정비특이사항
제목명","품질특이사항
내용","품질특이사항
(번역)","클레임
발생구분","확정
부품금액","확정
부품금액",수리금액,외주금액,"차대번호
엔진코드","변속기
코드",엔진넘버,엔진명,엔진생산일,"트랜스미션
번호","개발업체
코드",납품업체,3M 100만,'12M 100만,36M 100만,이의제기,이의제기(기타),실적확정,신규RO조합,현대위아 현상,현대위아 현상명,현대위아 원인,현대위아 원인명,등록번호,접수자,"위아
처리구분","위아
진행단계",개선부문,경과일,의뢰일자,중복문제,재발여부,안전문제,심각도,협력사담당자
W:일반 클레임,서산1엔진,Kia,유럽,독일,수출,B,,미확정,JA,C07VA02886KM2500000,KNAB3519AMT730390,24321,2432107010,카파엔진,타이밍체인,체인－타이밍,직거래,,E,엔진,소음,Q75,엔진 소음/이음_주행중,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2020/09/08,2020/09,2020,2021/08/13,2021/08,2021,2020/09/14,2020/09,2025/08/28,2025/08,1900/01/01,1900/01,2025/10/17,2025/10,2025,45087,339,1476,50,24321R1K,C07VA,,02886,유럽,,,,-,-,"[C]Ger?uschentwicklung aus dem Motorraum nach Gasst?ßen.
[R]Batterie abgeklemmt, Luftfilterkaste ausgebaut, Z?ndspulen und Z?ndkerzen demontier, Kabelbaum vom Ventildeckel gel?st, Hochdruckpumpe ausgebaut, alle restlichen Verbindungen vom Ventildeckel gel?st und Sensoren ausgebaut, Ventildeckel ausgebaut, Keilriemen ausgebaut, Auf OT gestellt, Kurbelwellensc
[T]Beanstandung gepr?ft und best?tigt. Steuerkette gel?ngt.","[C]가스 파열 후 엔진룸에서 소음 발생.
[R]배터리 분리, 에어 필터 박스 제거, 점화 코일 및 점화 플러그 제거, 밸브 커버에서 배선 하니스 분리, 고압 펌프 제거, 밸브 커버에서 나머지 모든 연결부 분리 및 센서 제거, 밸브 커버 제거, V 벨트 제거, TDC로 설정, 크랭크 샤프트 스케일링.
[불만 사항 확인 및 확인. 타이밍 체인이 길어졌습니다.",R,0,0,0,0,DOHC - FBM,MANUAL T/M - 5 SPEED 2WD,G3LELD141645,G3LⅢ1.0T-GDi,20200903,TLW5J012881,SGQZ,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C07VA-02886-KM25000853-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,프랑스,수출,B,,미확정,JA,C06VAFR401KM2500000,KNAB2511ALT665423,39300,3930004100,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P00CE00,,,2020/03/11,2020/03,2020,2020/07/07,2020/07,2020,2020/03/16,2020/03,2025/10/13,2025/10,2025/10/15,2025/10,2025/10/17,2025/10,2025,53447,118,1924,65,39302R1K,C06VA,,FR401,아프리카,,,,-,-,"[C]La cliente se plaint du voyant moteur allum et pas de manque de puissance.
[R]Remplacement capteur MAP et essai, fonctionnement =OK.
[T]Voyant moteur allum.
Lecture code dfaut= P00CE00
Dfaut capteur MAP.
Contr?le faisceau et connecteur= RAS.
Dfaut interne capteur MAP.","[C]고객이 엔진 표시등이 켜져 있고 동력이 부족하지 않다고 불평합니다.
[R]맵 센서 교체 및 테스트 완료, 작동 = 정상.
[T]엔진 표시등 켜짐.
읽기 오류 코드 = P00CE00
MAP 센서 결함.
하네스 및 커넥터 확인 = RAS.
MAP 센서 내부 결함입니다.",R,34.21,58.93,93.13,0,SOHC - FBC,MANUAL T/M - 5 SPEED 2WD,G3LALD037205,κ 1.0,20200302,GC15K0335004,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C06VA-FR401-KM25000552-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,KaSK,유럽,프랑스,수출,B,,미확정,CD,C06VAFR401KM2500000,U5YH4F12ANL113249,15734,1573420000,카파엔진,실린더블록,캡－씰링,직개발,,E,엔진,누유/누기/누수,L24,엔진오일 문제_누유,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2022/04/22,2022/04,2022,2022/09/01,2022/09,2022,2022/04/25,2022/04,2025/10/07,2025/10,2025/10/15,2025/10,2025/10/17,2025/10,2025,35585,132,1132,38,21133R00,C06VA,,FR401,아프리카,,,,-,-,"[C]Le client se plaint de traces d'huile sous le vhicule.
[R]Remplacement pastilles d'alsage et repose boite de vitesses, rsultat = OK apr?s test.
[T]Trace d'huile sous le vhicule.
Prsence d'huile moteur sous le boite de vitesses.
Fuite d'huile entre moteur et boite de vitesses.
Recherche fuite.
Dpose boite de vitesses, fuite d'huile provenant de la pastille d'alsage sur bloc moteur(CF photos)","[C]고객이 차량 밑에 오일 줄무늬가 있다고 불평함.
[R]보어 패드 교체 및 기어박스 재장착, 테스트 후 결과 = 정상.
[T]차량 하부에 오일 흔적.
기어박스 아래 엔진 오일.
엔진과 기어박스 사이의 오일 누출.
누출을 검색하십시오.
기어박스 제거, 엔진 블록의 보어 플레이트에서 오일 누출(CF 사진)",,2.46,294.61,297.07,0,SOHC - FBM,MANUAL T/M - 6 SPEED 2WD,G3LEND025271,G3LⅢ1.0T-GDi,20220211,FNJ6M738617,SAFE,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C06VA-FR401-KM25000548-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,프랑스,수출,B,,미확정,JA,C06VAFR349KM2500000,KNAB2518AMT774481,39300,3930008000,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P00CE00,,,2020/12/23,2020/12,2020,2021/09/08,2021/09,2021,2020/12/31,2020/12,2025/09/12,2025/09,2025/10/15,2025/10,2025/10/17,2025/10,2025,31048,259,1465,49,39302R1K,C06VA,,FR349,아프리카,,,,-,-,"[C]LE VOYANT MOTEUR EST ALLUME SANS PERTE DE PUISSANCE
[R]SUITE DIAG REEMPLACER LE CAPTEUR MAPS
LECTURE DTC OK
ESSAI VEHICULE OK
PROBLEME RESOLU
VEHICULE CONFORME
[T]PERTE E PUISSANCE
PLAINTE CONSTATE
LECTURE DTC
CODE DEFAUT P00CE00
CONTROLE ALIMENTATION CAPTEUR MAPS MASSE OK
SIGNAL OK
PROBLEME INTERNE AU CAPTEUR","[c] 엔진 표시등이 전원 손실 없이 켜져 있습니다.
[R] 팔로우 진단 지도 센서 교체
DTC 판독 확인
차량 테스트 확인
문제 해결됨
차량 준수
[t]전원 손실
불만 사항 발견
DTC 판독값
결함 코드 P00CE00
전원 공급 장치 점검 지도 접지 확인
신호 확인
내부 센서 문제",R,39.31,59.45,98.76,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDLD218313,G3LⅢ1.0MPI,20201218,6TE6KDC25869,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C06VA-FR349-KM25000904-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,프랑스,수출,B,,미확정,YB,C06VAFR286KM2500000,KNAD6817ART945924,35326,3532607250,카파엔진,고압펌프,펌프 어셈블리－고압,직거래,,E,엔진,출력부족,DD1,엔진 출력부족_가속시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P009100,,,2023/12/23,2023/12,2023,2024/02/23,2024/02,2024,2023/12/26,2023/12,2025/06/25,2025/06,2025/10/15,2025/10,2025/10/17,2025/10,2025,12886,62,488,17,35375R1D,C06VA,,FR286,아프리카,,,,-,-,"[C]PAR MOMENT GROSSE MANQUE DE PUISSANCE SANS VOYANT MOTEUR ALLUME
[R]1ER PASSAGE ATELIER=PASSAGE KDS PAS DE DTC
2E PASSAGE ATELIER=PASSAGE KDS DTC RELEVE P009100 CONTROLE REGULATEUR PRESSION CARBURANT
CONTROLE CABLAGE CONNECTEUR=OK
DEFAUT INTERNE POMPE ESSENCE
REMPL POMPE ESSENCE
[T]PLAINTE CLIENT CONFIRMEE APRES ESSAI MANQUE DE PUISSANCE","[c]엔진등이 켜지지 않은 상태에서 동력이 크게 부족할 때
[R]1ER 패시지 아틀리에=패시지 KDS 파스 드 DTC
2E 패시지 아틀리에=패시지 KDS DTC 릴리스 P009100 컨트롤 레귤레이터 압력 카부란트 제어
배선 커넥터 확인=OK
연료 펌프 내부 결함
연료 펌프 주입
[테스트 후 전원 부족으로 고객 불만 확인됨",R,572.31,234.73,807.03,0,SOHC - TC,MANUAL T/M - 6 SPEED 2WD,G3LEPD239077,G3LⅢ1.0T-GDi,20231219,ZM38PU303448,S045,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C06VA-FR286-KM25000940-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,JA,C04VA278015899000,KNAB2518ANT964653,39350,3935007000,카파엔진,CMPS,센서－캠 샤프트 포지션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P0343,,,2022/04/26,2022/04,2022,2022/07/12,2022/07,2022,2022/04/30,2022/04,2025/10/03,2025/10,2025/10/15,2025/10,2025/10/17,2025/10,2025,56125,77,1179,40,39350R1K,C04VA,,27801,유럽,,,,-,-,[T]Motorlampe lyser                                                                                    Indsugningsknastsensor er afbrudt internt                                                           Sensor udsk. Efter rep. OK,[T]엔진 표시등이 켜짐 흡기 매니폴드 센서가 내부에서 분리됨 센서가 꺼짐. Rep. OK,R,16.23,62.6,78.83,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDND074203,G3LⅢ1.0MPI,20220425,8TE8MD445438,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-27801-5899-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,YB,C04VA278015892000,KNADB518AN6613590,24321,2432108000,카파엔진,타이밍체인,체인－타이밍,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ5,상품성/성능 불만,해당,Partial,P0017,,,2021/09/01,2021/09,2021,2022/02/18,2022/02,2022,2021/09/02,2021/09,2025/09/12,2025/09,2025/10/15,2025/10,2025/10/17,2025/10,2025,56297,170,1302,44,24321R1K,C04VA,,27801,유럽,,,,-,-,"[T]Motorlampe lyser                                                                                    udstoedningsknastforstiller har intern afvigelse, samt taktkaede for lang                           Knasthjul og taktkaede udsk. Efter rep. OK",[T]모터 램프 점등 배기 캠축 스타터에 내부 편차가 있고 캠 체인이 너무 길다 캠 휠과 캠 체인이 너무 길다. Rep. OK,R,283.24,354.84,638.08,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFMD152776,G4LⅢ1.2MPI,20210825,LD210801987,RW4Y,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-27801-5892-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,JA,C04VA2750211290000,KNAB3518AMT819428,39300,3930008000,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P00CE,,,2021/04/29,2021/04,2021,2021/08/30,2021/08,2021,2021/05/10,2021/05,2025/09/29,2025/09,2025/10/15,2025/10,2025/10/17,2025/10,2025,49423,123,1491,50,39302R1K,C04VA,,27502,유럽,,,,-,-,[T]Motorlampe lyser                                                                                    Det kan bekraeftes at motorlampe lyser. Fejlkode P00CE00.                                           MAP sensor udskiftet pga intern elfejl,[T]엔진 표시등이 켜져 있음 엔진 표시등이 켜져 있음을 확인할 수 있습니다. 오류 코드 P00CE00.                                           내부 전기 결함으로 인해 맵 센서가 교체되었습니다.,R,37.32,60.56,97.88,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDMD078531,G3LⅢ1.0MPI,20210428,6TE8LD440561,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-27502-11290-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,JA,C04VA2430016804000,KNAB3518AMT815537,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2021/04/20,2021/04,2021,2021/08/11,2021/08,2021,2021/04/30,2021/04,2025/09/23,2025/09,2025/10/15,2025/10,2025/10/17,2025/10,2025,87910,113,1504,51,25100R1K,C04VA,,24300,유럽,,,,-,-,[T]Hyler ved opstart naar bilen er kold                                                                intern fejl i vandpumpe                                                                             Vandpumpe udskiftet,[차가 차가울 때 시동 시 울부짖음] 내부 워터 펌프 결함 워터 펌프 교체,R,55.87,139.05,194.92,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDMD069307,G3LⅢ1.0MPI,20210415,6TE8LD440265,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-24300-16804-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,JA,C04VA2263011614000,KNAB2511ALT675659,39300,3930004100,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ5,상품성/성능 불만,비해당,비해당,P00CE,,,2020/03/27,2020/03,2020,2020/06/23,2020/06,2020,2020/03/31,2020/03,2025/10/02,2025/10,2025/10/15,2025/10,2025/10/17,2025/10,2025,48914,88,1927,65,39302R1K,C04VA,,22630,유럽,,,,-,-,[T]MOTORLAMPE LYSER                                                                                    FEJLKODE P 00CE00 ER SAT FEJL PAA MAP SENSOR                                                        MAP SENSOR UDSKIFTES,[T] 모터 램프 라이저 코드 00CE00 또는 위성 지도 센서 지도 센서 업데이트,R,32.46,67.14,99.6,0,SOHC - FBC,MANUAL T/M - 5 SPEED 2WD,G3LALD054290,κ 1.0,20200326,GC15K0338170,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-22630-11614-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,덴마크,수출,B,,미확정,JA,C04VA2260010426000,KNAB3511AJT119643,39300,3930004100,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,시동불량,D94,엔진 시동불량/꺼짐지연_시동지연,ZZ5,상품성/성능 불만,비해당,비해당,,,,2017/07/11,2017/07,2017,2018/10/25,2018/10,2018,2017/07/18,2017/07,2025/09/17,2025/09,2025/10/15,2025/10,2025/10/17,2025/10,2025,53299,471,2519,84,39302R3K,C04VA,,22600,유럽,,,,-,-,"[T]Nogle gange om morgen er den svaer at starte                                                        Viser forkert temp, har kigget paa datalisten ,  intern fejl i map sensor,                          Ny map sensor monteret","[T] 가끔 아침에 시동이 잘 안됨 잘못된 온도 표시, 데이터 목록 확인, 지도 센서 내부 오류, 새 지도 센서가 설치됨",R,0,0,0,0,SOHC - FBC,MANUAL T/M - 5 SPEED 2WD,G3LAHD067013,κ 1.0,20170706,MH228900696,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-C04VA-22600-10426-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,벨기에,수출,B,,미확정,JA,C02VB6455AKM2500000,KNAB351AJNT902750,39210,3921008000,카파엔진,산소센서,센서 어셈블리－산소,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P225100,,,2021/11/26,2021/11,2021,2022/01/27,2022/01,2022,2021/12/09,2021/12,2025/10/01,2025/10,1900/01/01,1900/01,2025/10/17,2025/10,2025,18838,62,1343,45,39210R1K,C02VB,,6455A,유럽,,,,-,-,"[C]J'ai un tmoin moteur au tableau de bord
[R]Remplacement de la sonde O²
[T]Tmoin moteur s'allume et perte de puissance
P225100 sonde o² tention de rfrence banc 1 capteur 1","[C]대시보드에 엔진 표시등이 있습니다.
[R]O² 센서 교체
[T]엔진등이 켜지고 시동이 꺼짐
P225100 O² 센서 레퍼런스 벤치 1 센서 1",R,0,0,0,0,DOHC - GDI,A_MANUAL,G4LFMD206220,G4LⅢ1.2MPI,20211124,4TE9MDBQ4052,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C02VB-6455A-KM25000992-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,벨기에,수출,B,,미확정,YB,C02VB6380AKM2500000,KNADA818AP6850963,27301,2730108000,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,시동불량,D94,엔진 시동불량/꺼짐지연_시동지연,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2023/05/12,2023/05,2023,2023/08/08,2023/08,2023,2023/05/23,2023/05,2025/10/13,2025/10,1900/01/01,1900/01,2025/10/17,2025/10,2025,43780,88,797,27,27410R1K,C02VB,,6380A,유럽,,,,-,-,"[C]VEHICULE DEMARRE ET S'ARRETE ET NE DEMARRE PLUS
[R]REMPLACEMENT DES BOBINES CYLINDRE 1 ET 2
TEST OK
[T]CONSTAT : VEHICULE S'ALLUME PUIS SE COUPE
DIAG : KDS DEFAUT ENGINE P030000 P030100 CYL 1 P03200 CYL 2
CAUSE : PROBLEME AUX BOBINES D'ALLUMAGE DU CYL 1 ET 2 PROBLEME INTERNE A LA PIECE","[c] 차량 시동 및 정지 후 다시 시동되지 않음
[r] 실린더 1 및 2 코일 교체
테스트 확인
[T]보고: 차량에 불이 들어온 후 시동이 꺼짐
진단 : KDS DEAFAUT ENGINE P030000 P030100 CYL 1 P03200 CYL 2
원인 : 실린더 1 및 2의 점화 코일 문제 부품 내부 문제",R,0,0,0,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFPD093437,G4LⅢ1.2MPI,20230511,ND230505058,RONZ,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C02VB-6380A-KM25000632-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,중남미,마르티니크,수출,B,,미확정,JA,B52VA00000901357000,KNAB351AAPT111588,25100,2510008001,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ1,구조적 문제(설계),비해당,비해당,,,,2023/03/28,2023/03,2023,2023/10/05,2023/10,2023,2023/03/31,2023/03,2025/07/17,2025/07,2025/10/14,2025/10,2025/10/17,2025/10,2025,27042,191,651,22,25100R2K,B52VA,,00000,중남미,,,,-,-,"[C]le client se plaint d'une fuite de liquide de refroidissement
[R]remplacement pompe a eau et courroie accessoire
[T]le technicien a diagnostiqu une fuite d'eau au niveau de la pompe a eau","[C]고객이 냉각수 누출에 대해 불평함
[R] 워터 펌프 및 액세서리 벨트 교체
[T] 기술자가 워터 펌프의 누수를 진단했습니다.",R,105.32,33.6,138.92,0,DOHC - GDI,MANUAL T/M - 5 SPEED 2WD,G4LFPD058316,G4LⅢ1.2MPI,20230324,8TE9ND396117,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-B52VA-00000-901357/1-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,KIN,아태,인도네시아,수출,B,,미확정,SP2I,A11VCJTPGAKMC102000,MZBET811VLN113671,21443,2144303011,카파엔진,리어오일씰,씰－오일 리어,직개발,,E,엔진,누유/누기/누수,L24,엔진오일 문제_누유,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2020/05/23,2020/05,2020,2020/12/01,2020/12,2020,2020/07/28,2020/07,2025/09/09,2025/09,2025/10/14,2025/10,2025/10/17,2025/10,2025,86671,192,1743,59,11312R00,A11VC,-,JTPGA,,,,-,-,-,"[C]Engine Oil problem_ Leaking problem
[R]Replace SEAL-OIL RR
[T]After checking it was found Engine Oil problem_ Leaking problem  because SEAL-OIL RR not good","[C]엔진 오일 문제_ 누출 문제
[R]SEAL-OIL RR 교체
[T]확인 후 엔진 오일 문제_ SEAL-OIL RR이 좋지 않아 누유 문제 발견",,8.88,15.5,24.38,0,SOHC - FBC,DCT - 7 SPEED 2WD,G4LDLD030984,κ 1.4(T-GDI),20200217,M04WJDC24955,SEF9,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GWMSK-@-@-@-@-0-@-A11VC-JTPGA-KMC1025196-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,2540002025W01875900,KNAB2518BRT250115,28164,2816407000,카파엔진,AFS,센서 어셈블리－에어 플로우,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ5,상품성/성능 불만,비해당,비해당,U060F00,C161308,C161308,2024/04/11,2024/04,2024,2024/04/12,2024/04,2024,2024/04/13,2024/04,2025/10/15,2025/10,2025/10/16,2025/10,2025/10/17,2025/10,2025,38617,1,551,19,28164R00,254000,인천서비스센터,-,한국,인천광역시,직접망,인천서비스센터,-,-,"[C]1.현상 : 엔진경고등. 통합경고등. 타이어 공기압,차체자세제어장치 경고등 동시 점등으로 입고함.
2.점검내용 및 원인 : KDS 진단시 U060F00 CAN 통신회로 MAF 또는 VAF 센서 응답지연 C161308 EMS CAN 신호이상등 
DTC 과거 확인됨.
금일 입고시 일시적으로 현상 1회 재현후 현상 재현불가.
에어 플로우 센서 체결상태 및 단자 란스확인 ECU 란스 확인시 특이사항 없으며 센서데이터 확인시에도
정상 작동되나 간헐적 경고등 발생되어 에어플로우 센서 문제로 판단됨.
3.조치내용 : 에어플로우 센서 교환후 시운전 정상 출고함.",,R,18.24,77,95.24,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDRD002491,G3LⅢ1.0MPI,20240105,ER3ID3624221,S045,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-254000-2025-W-018759-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,2150002025W00907800,KNAB2518BRT181283,27301,2730107000,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030000,P030300,B110200,2023/09/08,2023/09,2023,2023/09/11,2023/09,2023,2023/09/12,2023/09,2025/10/16,2025/10,2025/10/16,2025/10,2025/10/17,2025/10,2025,33685,3,766,26,27410R00,215000,청주서비스센터,-,한국,충청북도,직접망,청주서비스센터,-,-,"[C]1.현상 : 주행중 간헐적 엔진 경고등점
2.점검내용 및 원인 : KDS 진단점검시 엔진 실화경고등 점등됨
3.조치내용 : 스파크 플러그 및 점화코일 전체교환함
 부품교환후 시운전시 경고등 사라짐",,R,0,57.75,102.47,44.72,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDPD177607,G3LⅢ1.0MPI,20230907,EP3ID3495522,RONZ,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-215000-2025-W-009078-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,한국,한국,내수,B,,미확정,JA,2150002025W00903900,KNAB3518BRT193646,27301,2730107000,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,엔진부조,DB4,엔진 RPM 불안정_부하/주행중,ZZ4,단품 재질 불량,비해당,비해당,,,,2023/10/27,2023/10,2023,2023/10/30,2023/10,2023,2023/10/31,2023/10,2025/10/15,2025/10,2025/10/16,2025/10,2025/10/17,2025/10,2025,42393,3,716,24,27301R1K,215000,청주서비스센터,-,한국,충청북도,직접망,청주서비스센터,-,-,"[C]1.현상 : 상기차량은 80KM 주행중에 간헐적으로 RPM 변동이 심함으로 입고함
2.점검내용 및 원인 : 시운전해보니 동일증상 재현안됨  
엔진 관련  접지 점검  
연료인젝터 점검
3.조치내용 : 동작업후 시운전한후에 정비상담후 정상출고함",,R,44.72,138.6,183.32,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDPD205467,G3LⅢ1.0MPI,20231026,EP3ID3525871,RONZ,서산1엔진,비대상,비대상,대상,비해당,,확정,2-GSWK-215000-2025-W-009039-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,HMC,한국,한국,내수,B,,미확정,AX1,S1M0102025200293500,KMHB5518BPW029003,25100,2510007010,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/05/18,2022/05,2022,2022/05/25,2022/05,2022,2022/05/25,2022/05,2025/10/15,2025/10,2025/10/15,2025/10,2025/10/16,2025/10,2025,33083,7,1239,42,25100R00,S1M010,구영점,-,,,,구영점,-,-,"[C]1.현상 : - 냉간시동시 간헐적 소음발생 
2.점검내용 및 원인 : - 고장코드 없음
- 3웨이 밸브, 라디에이터, 컨덴서, 냉각팬, 콤프레샤 등 전장 부품 육안 점검 및 소음 점검시 정상
- 냉각 시스템 내부에 공기(에어)가 유입되었을 때 발생하는 소음 가능성 있어 에어 브리딩 작업실시하였으나 동일 소음 확인
- 냉각수 누수 확인시 정상
- 청진기 및 소음 확인시 워터펌프 쪽 소음 확인됨 
- 쿨런트 펌프 어셈블리 교환 후 출고 
- 부동액 2L청구
3.조치내용 : - 소음관련 점검 및 워터 펌프 교환 후 출고 
4.요망사항 : - 요망사항 없음",,,53.75,36.4,90.15,0,SOHC - TCI,AUTO - 4 SPEED 2WD,G3LDND084943,G3LⅢ1.0MPI,20220512,EN4WD3197042,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,2-GSWH-S1M010-2025-2-002935-0-@-@-@-@-0-0,,,,,,,,,,,,,,N,,
